Estimate,Value
76.67852248862015,79.22
72.57914879429994,80.19
74.49154708422645,81.76
72.75567593194825,81.44
79.4794558465821,80.65
79.62292071791082,83.01
81.37892468351046,85.66
82.92925283855055,84.34
82.20980029830851,82.9
81.48097371078191,84.22
83.69227514610358,80.24
87.69195032075274,74.98
84.76299330463046,69.14
83.57538774030081,70.62
84.71059662602495,72.91
79.46749666302847,73.44
73.25856432172344,76.7
65.32585260342516,77.06
69.13687711094784,74.96
71.26117777780966,74.39
73.21006045049677,76.35
76.8369848705258,77.56
77.37629449674533,78.12
74.85608456333085,81.79
73.66176235698399,78.17
77.07995602523302,74.84
77.56646723452049,72.91
79.13509024236211,74.02
83.02673320264726,74.82
78.25013423653685,75.62
74.3059734840878,73.76
71.37953102774826,78.41
73.95159522225151,82.29
74.02986857645735,82.16
76.10015799278517,81.15
72.8463284994079,82.03
79.65448039334181,84.93
83.8507364952254,86.91
83.41350226196793,82.23
82.1640526197886,82.28
82.58494035262895,86.75
86.87855639575888,88.5
88.1942532803616,88.27
82.559172561304,89.66
82.35888529548988,90.97
88.03841486573342,89.54
90.08676298445904,91.02
89.18572984286634,89.75
91.249874519834,86.11
92.05056619535591,89.52
90.46409745953098,85.51
91.93812799794975,84.13
90.11172075445948,95.26
85.60185236903668,101.05
89.95871220077402,103.74
84.63111880615413,99.79
83.41777867001056,104.41
97.40675926416489,105.08
104.03574994306472,109.29
107.24496119324048,107.75
100.9330588067422,109.11
107.5123322825063,112.3
106.61061287598673,105.84
112.86081681574692,99.87
109.07565635645719,97.99
111.46465499837892,99.55
114.55831684575699,100.92
105.90806385040744,100.05
99.01294950965851,95.87
95.76806145050149,92.7
99.43660533566405,93.7
99.92585001221927,97.12
100.03085122729105,96.72
94.10178195346596,98.01
90.77476685515015,97.83
92.63972998839567,90.85
96.559280097752,82.86
96.89777766486385,85.36
97.73452071751476,85.06
98.16953581427457,88.07
88.76189899654736,87.91
79.53286506196036,88.93
83.57830735754995,83.65
82.88005459689283,81.18
88.13220311815496,79.43
86.60386765219329,85.35
89.46714329823975,86.82
81.49360271855723,92.32
