Jan-2000,Feb-2000,Mar-2000,Apr-2000,May-2000,Jun-2000,Jul-2000,Aug-2000,Sep-2000,Oct-2000,Nov-2000,Dec-2000,Jan-2001,Feb-2001,Mar-2001,Apr-2001,May-2001,Jun-2001,Jul-2001,Aug-2001,Sep-2001,Oct-2001,Nov-2001,Dec-2001,Jan-2002,Feb-2002,Mar-2002,Apr-2002,May-2002,Jun-2002,Jul-2002,Aug-2002,Sep-2002,Oct-2002,Nov-2002,Dec-2002,Jan-2003,Feb-2003,Mar-2003,Apr-2003,May-2003,Jun-2003,Jul-2003,Aug-2003,Sep-2003,Oct-2003,Nov-2003,Dec-2003,Jan-2004,Feb-2004,Mar-2004,Apr-2004,May-2004,Jun-2004,Jul-2004,Aug-2004,Sep-2004,Oct-2004,Nov-2004,Dec-2004,Jan-2005,Feb-2005,Mar-2005,Apr-2005,May-2005,Jun-2005,Jul-2005,Aug-2005,Sep-2005,Oct-2005,Nov-2005,Dec-2005,Jan-2006,Feb-2006,Mar-2006,Apr-2006,May-2006,Jun-2006,Jul-2006,Aug-2006,Sep-2006,Oct-2006,Nov-2006,Dec-2006,Jan-2007,Feb-2007,Mar-2007,Apr-2007,May-2007,Jun-2007,Jul-2007,Aug-2007,Sep-2007,Oct-2007,Nov-2007,Dec-2007,Jan-2008,Feb-2008,Mar-2008,Apr-2008,May-2008,Jun-2008,Jul-2008,Aug-2008,Sep-2008,Oct-2008,Nov-2008,Dec-2008,Jan-2009,Feb-2009,Mar-2009,Apr-2009,May-2009,Jun-2009,Jul-2009,Aug-2009,Sep-2009,Oct-2009,Nov-2009,Dec-2009,Jan-2010,Feb-2010,Mar-2010,Apr-2010,May-2010,Jun-2010,Jul-2010,Aug-2010,Sep-2010,Oct-2010,Nov-2010,Dec-2010,Jan-2011,Feb-2011,Mar-2011,Apr-2011,May-2011,Jun-2011,Jul-2011,Aug-2011,Sep-2011,Oct-2011,Nov-2011,Dec-2011,Jan-2012,Feb-2012,Mar-2012,Apr-2012,May-2012,Jun-2012,Jul-2012,Aug-2012,Sep-2012,Oct-2012,Nov-2012,Dec-2012,Jan-2013,Feb-2013,Mar-2013,Apr-2013,May-2013,Jun-2013,Jul-2013,Aug-2013,Sep-2013,Oct-2013,Nov-2013,Dec-2013,Jan-2014,Feb-2014,Mar-2014,Apr-2014,May-2014,Jun-2014,Jul-2014,Aug-2014,Sep-2014,Oct-2014,Nov-2014,Dec-2014,Jan-2015,Feb-2015,Mar-2015,Apr-2015,May-2015,Jun-2015,Jul-2015,Aug-2015,Sep-2015,Oct-2015,Nov-2015,Dec-2015,Jan-2016,Feb-2016,Mar-2016,Apr-2016,May-2016,Jun-2016,Jul-2016,Aug-2016,Sep-2016,Oct-2016,Nov-2016,Dec-2016,Jan-2017,Feb-2017,Mar-2017,Apr-2017,May-2017,Jun-2017,Jul-2017,Aug-2017,Sep-2017,Oct-2017,Nov-2017,Dec-2017,Jan-2018,Feb-2018,Mar-2018,Apr-2018,May-2018,Jun-2018,Jul-2018,Aug-2018,Sep-2018,Oct-2018,Nov-2018,Dec-2018,Jan-2019,Feb-2019,Mar-2019,Apr-2019,May-2019,Jun-2019,Jul-2019,Aug-2019,Sep-2019,Oct-2019,Nov-2019,Dec-2019,Jan-2020,Feb-2020,Mar-2020,Apr-2020,
2.42,2.66,2.79,3.04,3.59,4.29,3.99,4.43,5.06,5.02,5.52,8.9,8.17,5.61,5.23,5.19,4.19,3.72,3.11,2.97,2.19,2.46,2.34,2.3,2.32,2.32,3.03,3.43,3.5,3.26,2.99,3.09,3.55,4.13,4.04,4.74,5.43,7.71,5.93,5.26,5.81,5.82,5.03,4.99,4.62,4.63,4.47,6.13,6.14,5.37,5.39,5.71,6.33,6.27,5.93,5.41,5.15,6.35,6.17,6.58,6.15,6.14,6.96,7.16,6.47,7.18,7.63,9.53,11.75,13.42,10.3,13.05,8.69,7.54,6.89,7.16,6.25,6.21,6.17,7.14,4.9,5.85,7.41,6.73,6.55,8.0,7.11,7.6,7.64,7.35,6.22,6.22,6.08,6.74,7.1,7.11,7.99,8.54,9.41,10.18,11.27,12.69,11.09,8.26,7.67,6.74,6.68,5.82,5.24,4.52,3.96,3.5,3.83,3.8,3.38,3.14,2.99,4.01,3.66,5.35,5.83,5.32,4.29,4.03,4.14,4.8,4.63,4.32,3.89,3.43,3.71,4.25,4.49,4.09,3.97,4.24,4.31,4.54,4.42,4.06,3.9,3.57,3.24,3.17,2.67,2.51,2.17,1.95,2.43,2.46,2.95,2.84,2.85,3.32,3.54,3.34,3.33,3.33,3.81,4.17,4.04,3.83,3.62,3.43,3.62,3.68,3.64,4.24,4.71,6.0,4.9,4.66,4.58,4.59,4.05,3.91,3.92,3.78,4.12,3.48,2.99,2.87,2.83,2.61,2.85,2.78,2.84,2.77,2.66,2.34,2.09,1.93,2.28,1.99,1.73,1.92,1.92,2.59,2.82,2.82,2.99,2.98,2.55,3.59,3.3,2.85,2.88,3.1,3.15,2.98,2.98,2.9,2.98,2.88,3.01,2.82,3.87,2.67,2.69,2.8,2.8,2.97,2.83,2.96,3.0,3.28,4.09,4.04,3.11,2.69,2.95,2.65,2.64,2.4,2.37,2.22,2.56,2.33,2.65,2.22,2.02,1.91,1.79,1.74,
