Date,Open,High,Low,Close,Adj Close,Volume
2004-01-01,1173.550049,1227.800049,1171.22998,1197.170044,1197.170044,17316800
2004-02-01,1197.170044,1257.099976,1195.130005,1254.410034,1254.410034,14990500
2004-03-01,1254.410034,1278.810059,1214.22998,1256.75,1256.75,18330700
2004-04-01,1256.75,1270.349976,1206.51001,1213.810059,1213.810059,17066300
2004-05-01,1213.810059,1230.939941,1150.73999,1198.109985,1198.109985,19630600
2004-06-01,1198.109985,1262.02002,1186.719971,1249.819946,1249.819946,23269100
2004-07-01,1249.819946,1274.72998,1208.300049,1240.339966,1240.339966,37277000
2004-08-01,1240.339966,1254.48999,1202.089966,1232.410034,1232.410034,33893900
2004-09-01,1232.410034,1272.920044,1229.319946,1271.829956,1271.829956,60808700
2004-10-01,1271.829956,1319.75,1268.48999,1311.390015,1311.390015,13351400
2004-11-01,1311.390015,1412.76001,1292.839966,1406.079956,1406.079956,15191900
2004-12-01,1406.079956,1435.040039,1373.640015,1434.339966,1434.339966,14167300
2005-01-01,1434.339966,1437.459961,1381.420044,1428.390015,1428.390015,12477300
2005-02-01,1426.02002,1521.300049,1424.449951,1509.439941,1509.439941,12190300
2005-03-01,1509.439941,1539.140015,1436.02002,1459.699951,1459.699951,15048700
2005-04-01,1459.699951,1485.48999,1417.180054,1439.48999,1439.48999,13299300
2005-05-01,1437.839966,1479.099976,1422.72998,1472.579956,1472.579956,11398600
2005-06-01,1472.589966,1554.369995,1472.160034,1544.410034,1544.410034,13050300
2005-07-01,1544.410034,1610.219971,1469.160034,1604.630005,1604.630005,12265100
2005-08-01,1604.630005,1656.109985,1588.400024,1655.949951,1655.949951,14651400
2005-09-01,1655.949951,1752.209961,1655.949951,1736.890015,1736.890015,15087300
2005-10-01,1736.890015,1746.719971,1575.569946,1656.619995,1656.619995,15652700
2005-11-01,1656.619995,1732.98999,1555.079956,1689.800049,1689.800049,14280300
2005-12-01,1689.800049,1778.73999,1689.800049,1759.079956,1759.079956,15203200
2006-01-01,1759.130005,1860.829956,1757.199951,1860.829956,1860.829956,17008400
2006-02-01,1860.829956,1864.310059,1770.47998,1847.219971,1847.219971,15291900
2006-03-01,1847.280029,1953.280029,1836.849976,1935.98999,1935.98999,17693100
2006-04-01,1936,2026.48999,1925.219971,2007.829956,2007.829956,16707100
2006-05-01,2007.829956,2046.650024,1877.560059,1928.359985,1928.359985,19654900
2006-06-01,1928.359985,1985.23999,1800.650024,1928.589966,1928.589966,16781200
2006-07-01,1928.589966,1973.890015,1867.119995,1970.420044,1970.420044,11342100
2006-08-01,1970.390015,2023.469971,1959.060059,2022.329956,2022.329956,10686600
2006-09-01,2022.329956,2033.180054,1885.300049,1906.859985,1906.859985,9928200
2006-10-01,1906.859985,1992.849976,1855.459961,1965.349976,1965.349976,10726500
2006-11-01,1965.339966,2073.669922,1939.880005,2069.159912,2069.159912,10950600
2006-12-01,2069.159912,2096.429932,1796.349976,2056.429932,2056.429932,9784900
2007-01-01,2056.419922,2131.219971,1993.910034,2123.709961,2123.709961,10203900
2007-02-01,2123.709961,2179.899902,2094.070068,2116.560059,2116.560059,9531500
2007-03-01,2116.560059,2177.689941,1971.609985,2174.899902,2174.899902,10499400
2007-04-01,2174.899902,2242.469971,2140.550049,2195.280029,2195.280029,8490500
2007-05-01,2195.280029,2369.169922,1688.97998,2363.209961,2363.209961,9812400
2007-06-01,2363.209961,2393.76001,2280.689941,2356.379883,2356.379883,10336700
2007-07-01,2356.379883,2398.110107,1844.98999,2270.659912,2270.659912,9410100
2007-08-01,2270.659912,2295.469971,1792.560059,2248.600098,2248.600098,11500900
2007-09-01,2248.600098,2417.199951,2218.389893,2410.189941,2410.189941,7122500
2007-10-01,2410.179932,2531.820068,1632.689941,2530.340088,2530.340088,9913100
2007-11-01,2530.379883,2562.199951,2289.409912,2359.850098,2359.850098,10623900
2007-12-01,2359.850098,2450.620117,2320.879883,2409.620117,2409.620117,9072100
2008-01-01,2418.840088,2429.149902,1399.650024,2215.320068,2215.320068,11218200
2008-02-01,2215.320068,2371.25,2186.030029,2326.600098,2326.600098,8178300
2008-03-01,2326.590088,2341.98999,1770.73999,2231.830078,2231.830078,9287600
2008-04-01,2231.830078,2370.149902,2220.98999,2295.469971,2295.469971,7543200
2008-05-01,2295.469971,2433.310059,2273.52002,2355.120117,2355.120117,6835300
2008-06-01,2355.120117,2379.189941,1463.25,2232.040039,2232.040039,7548600
2008-07-01,2232.340088,2239.340088,1352.040039,2144.23999,2144.23999,9049800
2008-08-01,2144.23999,2161.550049,2022.319946,2079.23999,2079.23999,6492700
2008-09-01,2079.219971,2079.77002,1758.060059,1786.890015,1786.890015,10377300
2008-10-01,1786.890015,1853.98999,823.200012,1466.900024,1466.900024,10876800
2008-11-01,1466.900024,1533.390015,1151.189941,1364.01001,1364.01001,3895700
2008-12-01,1364.01001,1402.390015,1215.02002,1397.530029,1397.530029,3892300
2009-01-01,1397.530029,1484.969971,1130.469971,1420.430054,1420.430054,2471900
2009-02-01,1420.430054,1475.47998,1287.959961,1332.420044,1332.420044,2259300
2009-03-01,1332.420044,1385.109985,859.169983,1359.329956,1359.329956,2746500
2009-04-01,1359.329956,1438.939941,1146.339966,1416.589966,1416.589966,2870500
2009-05-01,1416.589966,1618.189941,1398.449951,1611.280029,1611.280029,3582200
2009-06-01,1611.280029,1666.719971,1451.26001,1582.02002,1582.02002,5253100
2009-07-01,1582.02002,1714.079956,1497.099976,1709.339966,1709.339966,2838700
2009-08-01,1709.369995,1734.819946,1631.949951,1670.650024,1670.650024,4275700
2009-09-01,1670.650024,1837.300049,1656.22998,1778.670044,1778.670044,5630200
2009-10-01,1778.670044,1887.22998,1712.560059,1752.22998,1752.22998,4947600
2009-11-01,1752.22998,1839.359985,1718.680054,1762.459961,1762.459961,3149800
2009-12-01,1762.459961,1833.319946,1674.089966,1824.939941,1824.939941,3678600
2010-01-01,1824.949951,1908.810059,1788.180054,1796.329956,1796.329956,3125500
2010-02-01,1796.329956,1884.219971,1548.959961,1845.709961,1845.709961,2725100
2010-03-01,1845.709961,2635.199951,1845.709961,1906.97998,1906.97998,3892200
2010-04-01,1906.97998,1994.199951,1906.97998,1927.650024,1927.650024,3897700
2010-05-01,1927.650024,1939.569946,1689.189941,1780.189941,1780.189941,3553600
2010-06-01,1780.209961,1905.569946,1777.930054,1795.630005,1795.630005,4821500
2010-07-01,1795.630005,1932.75,1770.050049,1894.410034,1894.410034,3266100
2010-08-01,1894.430054,1954.180054,1830.650024,1877.300049,1877.300049,4709700
2010-09-01,1877.290039,2040.930054,1877.290039,2021.880005,2021.880005,5332500
2010-10-01,2021.880005,2118.77002,2011.209961,2083.889893,2083.889893,6085700
2010-11-01,2083.889893,2177.580078,2035.310059,2057.01001,2057.01001,6371600
2010-12-01,2057.01001,2213.580078,2057.01001,2208.379883,2208.379883,6545200
2011-01-01,2208.379883,2225.47998,2114.76001,2172.030029,2172.030029,7559700
2011-02-01,2172.040039,2384.939941,2172.040039,2381.290039,2381.290039,7040600
2011-03-01,2381.290039,2438.620117,2193.459961,2367.409912,2367.409912,9009100
2011-04-01,2367.409912,2486.610107,2348.27002,2483.050049,2483.050049,6466900
2011-05-01,2483.050049,2490.51001,2304.969971,2437.159912,2437.159912,6012700
2011-06-01,2437.159912,2438.840088,2243.860107,2343.870117,2343.870117,6106900
2011-07-01,2343.870117,2464.629883,2332.629883,2364.98999,2364.98999,913300
2011-08-01,2364.98999,2405.550049,2103.679932,2289.48999,2289.48999,0
2011-09-01,2289.48999,2307.310059,2045.189941,2050.47998,2050.47998,0
2011-10-01,2050.47998,2345.419922,1941.98999,2272.199951,2272.199951,0
2011-11-01,2272.199951,2343.98999,2102.290039,2276.899902,2276.899902,0
2011-12-01,2283.399902,2310.97998,2182.719971,2278.330078,2278.330078,0
2012-01-01,2302.939941,2374.219971,2240.139893,2358.969971,2358.969971,0
2012-02-01,2358.969971,2498.889893,2358.969971,2458.310059,2458.310059,0
2012-03-01,2474.870117,2490.459961,2356.310059,2405.919922,2405.919922,0
2012-04-01,2417.98999,2465.790039,2316.870117,2426.26001,2426.26001,0
2012-05-01,2434.860107,2456.300049,2177.02002,2200.52002,2200.52002,0
2012-06-01,2192.620117,2352.100098,2164.870117,2327.889893,2327.889893,0
2012-07-01,2328.110107,2424.800049,2301.719971,2377.699951,2377.699951,0
2012-08-01,2392.449951,2453.389893,2377.050049,2416.52002,2416.52002,0
2012-09-01,2410.939941,2502.209961,2389.370117,2437.51001,2437.51001,0
2012-10-01,2437.52002,2509.570068,2349.340088,2359.280029,2359.280029,0
2012-11-01,2356.649902,2412.51001,2290.070068,2399.649902,2399.649902,0
2012-12-01,2401.51001,2441.649902,2321.810059,2355.659912,2355.659912,0
2013-01-01,2363.850098,2419.629883,2357,2415,2415,0
2013-02-01,2411.129883,2437.25,2348.639893,2363.830078,2363.830078,0
2013-03-01,2372.560059,2436.199951,2361.98999,2406.179932,2406.179932,0
2013-04-01,2406.810059,2428.919922,2298.810059,2409.399902,2409.399902,0
2013-05-01,2419.909912,2453.540039,2364.090088,2364.98999,2364.98999,0
2013-06-01,2373.070068,2385.899902,2186.969971,2245.72998,2245.72998,0
2013-07-01,2270.570068,2374.429932,2250.300049,2356.389893,2356.389893,0
2013-08-01,2379.399902,2382.649902,2271.649902,2275.100098,2275.100098,0
2013-09-01,2291.01001,2422.209961,2281.560059,2363.290039,2363.290039,0
2013-10-01,2354.540039,2471.189941,2285.139893,2444.22998,2444.22998,0
2013-11-01,2431.280029,2450.149902,2368.310059,2387.149902,2387.149902,0
2013-12-01,2381.209961,2430.72998,2324.23999,2426.199951,2426.199951,0
2014-01-01,2416.580078,2432.300049,2269.419922,2287.540039,2287.540039,0
2014-02-01,2300.629883,2519.23999,2248.98999,2510.97998,2510.97998,0
2014-03-01,2497.800049,2585.340088,2484.77002,2563.310059,2563.310059,0
2014-04-01,2564.97998,2645.76001,2529.330078,2612.52002,2612.52002,0
2014-05-01,2621.969971,2729.419922,2584.75,2727.300049,2727.300049,0
2014-06-01,2711.659912,2822.899902,2693.320068,2778.879883,2778.879883,0
2014-07-01,2779.060059,2835.5,2705.429932,2706.919922,2706.919922,0
2014-08-01,2704.939941,2784.23999,2650.800049,2784.080078,2784.080078,0
2014-09-01,2776.530029,2779.530029,2602.120117,2605.659912,2605.659912,0
2014-10-01,2605.699951,2606.100098,2402.780029,2577.459961,2577.459961,0
2014-11-01,2584.320068,2631.75,2533.73999,2544.469971,2544.469971,0
2014-12-01,2532.350098,2592.899902,2317.719971,2444.330078,2444.330078,0
2015-01-01,2444.27002,2493.800049,2343.110107,2432.050049,2432.050049,0
2015-02-01,2431.929932,2532.51001,2427.98999,2522.370117,2522.370117,0
2015-03-01,2506.959961,2536.620117,2351.72998,2379.620117,2379.620117,0
2015-04-01,2394.280029,2555.530029,2391.459961,2485.22998,2485.22998,0
2015-05-01,2480.97998,2493.419922,2410.840088,2429.469971,2429.469971,0
2015-06-01,2427.360107,2456.669922,2334.300049,2355.530029,2355.530029,0
2015-07-01,2369.590088,2423.5,2268.550049,2419.689941,2419.689941,0
2015-08-01,2411.149902,2425.540039,2113.719971,2225.449951,2225.449951,0
2015-09-01,2220.189941,2256.01001,2121.77002,2173.169922,2173.169922,0
2015-10-01,2183.600098,2338.51001,2145.629883,2304.560059,2304.560059,0
2015-11-01,2309.560059,2332.52002,2175.120117,2254.290039,2254.290039,0
2015-12-01,2262.560059,2273.840088,2087.530029,2149.149902,2149.149902,0
2016-01-01,2135.860107,2136.820068,1869.099976,2085.219971,2085.219971,0
2016-02-01,2071.590088,2126.679932,1986.839966,2111.870117,2111.870117,0
2016-03-01,2139.639893,2273.350098,2129.77002,2243.23999,2243.23999,0
2016-04-01,2219.050049,2377.129883,2203.179932,2358.590088,2358.590088,0
2016-05-01,2357.73999,2368.610107,2269.429932,2310.52002,2310.52002,0
2016-06-01,2290.639893,2413.629883,2232.25,2412.219971,2412.219971,0
2016-07-01,2429.399902,2436.899902,2367.080078,2417.399902,2417.399902,0
2016-08-01,2400.040039,2465.030029,2365.52002,2374.719971,2374.719971,0
2016-09-01,2372.26001,2468.73999,2347.449951,2434.98999,2434.98999,0
2016-10-01,2437.699951,2454.679932,2233.429932,2262.77002,2262.77002,0
2016-11-01,2262.879883,2277.830078,2140.27002,2241.689941,2241.689941,0
2016-12-01,2242.669922,2342.48999,2226.27002,2308.030029,2308.030029,0
2017-01-01,2323.320068,2464.280029,2316.340088,2436.189941,2436.189941,0
2017-02-01,2438.23999,2504.530029,2428.659912,2471.080078,2471.080078,0
2017-03-01,2469.689941,2517,2387.219971,2510.919922,2510.919922,0
2017-04-01,2510.870117,2570.330078,2492.189941,2529.360107,2529.360107,0
2017-05-01,2529.540039,2620.820068,2494.02002,2610.449951,2610.449951,0
2017-06-01,2609.060059,2648.23999,2536.830078,2555.379883,2555.379883,0
2017-07-01,2547.550049,2618.689941,2489.560059,2551.580078,2551.580078,0
2017-08-01,2556.570068,2569.959961,2470.419922,2545.25,2545.25,0
2017-09-01,2558.350098,2648.790039,2553.610107,2639.290039,2639.290039,0
2017-10-01,2631.120117,2669.800049,2559.77002,2629.330078,2629.330078,0
2017-11-01,2643,2654.22998,2566.070068,2607.340088,2607.340088,0
2017-12-01,2622.199951,2675.209961,2550.360107,2661.5,2661.5,0
2018-01-01,2668.830078,2768.780029,2656.76001,2671.969971,2671.969971,0
2018-02-01,2665.77002,2691.560059,2452.26001,2452.26001,2452.26001,0
2018-03-01,2451.899902,2509.090088,2426.719971,2456.290039,2456.290039,0
2018-04-01,2456.26001,2631.840088,2417.97998,2613.610107,2613.610107,0
2018-05-01,2615.350098,2783.100098,2584.040039,2751.800049,2751.800049,0
2018-06-01,2765.219971,2780.590088,2700.469971,2748.47998,2748.47998,0
2018-07-01,2734.889893,2790.379883,2686.429932,2749.129883,2749.129883,0
2018-08-01,2749.129883,2749.129883,2593.780029,2675.070068,2675.070068,0
2018-09-01,2666.399902,2738.439941,2569.840088,2720.26001,2720.26001,0
2018-10-01,2734.120117,2765.550049,2465.77002,2520.469971,2520.469971,0
2018-11-01,2531.459961,2613.389893,2426.76001,2485.139893,2485.139893,0
2018-12-01,2508.01001,2529.419922,2192.25,2292.26001,2292.26001,0
2019-01-01,2264.419922,2542.360107,2261.98999,2533.889893,2533.889893,0
2019-02-01,2541.959961,2546.300049,2459.530029,2496.550049,2496.550049,0
2019-03-01,2494.679932,2585.590088,2463.25,2543.620117,2543.620117,0
2019-04-01,2556.439941,2629.25,2520.02002,2573.580078,2573.580078,0
2019-05-01,2573.290039,2581.969971,2426.610107,2442.570068,2442.570068,0
2019-06-01,2451.47998,2589.449951,2451.47998,2574.610107,2574.610107,0
2019-07-01,2574.669922,2612.060059,2528.719971,2539.639893,2539.639893,0
2019-08-01,2521.590088,2542.51001,2363.879883,2419.550049,2419.550049,0
2019-09-01,2408.97998,2584.23999,2387.610107,2488.159912,2488.159912,0
2019-10-01,2488.159912,2503.340088,2385.669922,2450.98999,2450.98999,0
2019-11-01,2445.360107,2523.100098,2425.129883,2447.01001,2447.01001,0
2019-12-01,2436.340088,2565.5,2404.5,2552.560059,2552.560059,0
2020-01-01,2563.050049,2636.899902,2430.090088,2431.409912,2431.409912,0
2020-02-01,2431.409912,2458.530029,2134.080078,2213.699951,2213.699951,0
